year,genre,name,num
2018,F,ANASTASIA,6
2017,F,ANASTASIA,7
2016,F,ANASTASIA,8
2015,F,ANASTASIA,8
2014,F,ANASTASIA,13
2013,F,ANASTASIA,20
2012,F,ANASTASIA,9
2011,F,ANASTASIA,17
2010,F,ANASTASIA,9
2009,F,ANASTASIA,13
2008,F,ANASTASIA,11
2007,F,ANASTASIA,14
2006,F,ANASTASIA,17
2005,F,ANASTASIA,14
2004,F,ANASTASIA,13
2003,F,ANASTASIA,11
2002,F,ANASTASIA,2
2001,F,ANASTASIA,4
2000,F,ANASTASIA,1
2022,F,ANAYA,3
2021,F,ANAYA,2
2020,F,ANAYA,3
2019,F,ANAYA,0
2018,F,ANAYA,3
2017,F,ANAYA,2
2016,F,ANAYA,3
2015,F,ANAYA,0
2014,F,ANAYA,0
2013,F,ANAYA,0
2012,F,ANAYA,1
2011,F,ANAYA,0
2010,F,ANAYA,0
2009,F,ANAYA,0
2008,F,ANAYA,0
2007,F,ANAYA,0
2006,F,ANAYA,0
2005,F,ANAYA,0
2004,F,ANAYA,0
2003,F,ANAYA,0
2002,F,ANAYA,0
2001,F,ANAYA,0
2000,F,ANAYA,0
2022,F,ANDREA,60
2021,F,ANDREA,51
2020,F,ANDREA,68
2019,F,ANDREA,76
2018,F,ANDREA,76
2017,F,ANDREA,102
2016,F,ANDREA,116
2015,F,ANDREA,100
2014,F,ANDREA,141
2013,F,ANDREA,143
2012,F,ANDREA,160
2011,F,ANDREA,168
2010,F,ANDREA,192
2009,F,ANDREA,288
2008,F,ANDREA,332
2007,F,ANDREA,383
2006,F,ANDREA,410
2005,F,ANDREA,462
2004,F,ANDREA,613
2003,F,ANDREA,613
2002,F,ANDREA,674
2001,F,ANDREA,827
2000,F,ANDREA,973
2022,F,ANE,11
2021,F,ANE,12
2020,F,ANE,16
2019,F,ANE,4
2018,F,ANE,15
2017,F,ANE,13
2016,F,ANE,11
2015,F,ANE,11
2014,F,ANE,16
2013,F,ANE,12
2012,F,ANE,9
2011,F,ANE,13
2010,F,ANE,7
2009,F,ANE,9
2008,F,ANE,7
2007,F,ANE,6
2006,F,ANE,6
2005,F,ANE,7
2004,F,ANE,3
2003,F,ANE,4
2002,F,ANE,2
2001,F,ANE,3
2000,F,ANE,5
2022,F,ANGELA,47
2021,F,ANGELA,56
2020,F,ANGELA,66
2019,F,ANGELA,69
2018,F,ANGELA,93
2017,F,ANGELA,92
2016,F,ANGELA,113
2015,F,ANGELA,124
2014,F,ANGELA,146
2013,F,ANGELA,151
2012,F,ANGELA,147
2011,F,ANGELA,143
2010,F,ANGELA,176
2009,F,ANGELA,194
2008,F,ANGELA,190
2007,F,ANGELA,209
2006,F,ANGELA,219
2005,F,ANGELA,236
2004,F,ANGELA,194
2003,F,ANGELA,207
2002,F,ANGELA,212
2001,F,ANGELA,189
2000,F,ANGELA,164
2022,F,ANGELICA,4
2021,F,ANGELICA,3
2020,F,ANGELICA,5
2019,F,ANGELICA,3
2018,F,ANGELICA,2
2017,F,ANGELICA,4
2016,F,ANGELICA,3
2015,F,ANGELICA,8
2014,F,ANGELICA,2
2013,F,ANGELICA,3
2012,F,ANGELICA,9
2011,F,ANGELICA,8
2010,F,ANGELICA,11
2009,F,ANGELICA,7
2008,F,ANGELICA,13
2007,F,ANGELICA,11
2006,F,ANGELICA,12
2005,F,ANGELICA,13
2004,F,ANGELICA,9
2003,F,ANGELICA,3
2002,F,ANGELICA,9
2001,F,ANGELICA,10
2000,F,ANGELICA,6
2022,F,ANGELINA,5
2021,F,ANGELINA,6
2020,F,ANGELINA,2
2019,F,ANGELINA,3
2018,F,ANGELINA,6
2017,F,ANGELINA,5
2016,F,ANGELINA,6
2015,F,ANGELINA,6
2014,F,ANGELINA,8
2013,F,ANGELINA,3
2012,F,ANGELINA,11
2011,F,ANGELINA,13
2010,F,ANGELINA,8
2009,F,ANGELINA,12
2008,F,ANGELINA,13
2007,F,ANGELINA,11
2006,F,ANGELINA,15
2005,F,ANGELINA,9
2004,F,ANGELINA,5
2003,F,ANGELINA,8
2002,F,ANGELINA,1
2001,F,ANGELINA,1
2000,F,ANGELINA,2
2022,F,ANGIE,4
2021,F,ANGIE,3
2020,F,ANGIE,0
2019,F,ANGIE,1
2018,F,ANGIE,1
2017,F,ANGIE,2
2016,F,ANGIE,1
2015,F,ANGIE,4
2014,F,ANGIE,2
2013,F,ANGIE,2
2012,F,ANGIE,3
2011,F,ANGIE,1
2010,F,ANGIE,3
2009,F,ANGIE,3
2008,F,ANGIE,3
2007,F,ANGIE,1
2006,F,ANGIE,1
2005,F,ANGIE,2
2004,F,ANGIE,2
2003,F,ANGIE,1
2002,F,ANGIE,1
2001,F,ANGIE,2
2000,F,ANGIE,1
2022,F,ANIA,4
2021,F,ANIA,5
2020,F,ANIA,3
2019,F,ANIA,3
2018,F,ANIA,3
2017,F,ANIA,6
2016,F,ANIA,2
2015,F,ANIA,8
2014,F,ANIA,4
2013,F,ANIA,3
2012,F,ANIA,3
2011,F,ANIA,9
2010,F,ANIA,5
2009,F,ANIA,2
2008,F,ANIA,8
2007,F,ANIA,3
2006,F,ANIA,4
2005,F,ANIA,0
2004,F,ANIA,1
2003,F,ANIA,5
2002,F,ANIA,1
2001,F,ANIA,1
2000,F,ANIA,5
2022,F,ANISA,3
2021,F,ANISA,0
2020,F,ANISA,1
2019,F,ANISA,1
2018,F,ANISA,2
2017,F,ANISA,1
2016,F,ANISA,2
2015,F,ANISA,1
2014,F,ANISA,0
2013,F,ANISA,1
2012,F,ANISA,2
2011,F,ANISA,2
2010,F,ANISA,3
2009,F,ANISA,0
2008,F,ANISA,0
2007,F,ANISA,0
2006,F,ANISA,0
2005,F,ANISA,0
2004,F,ANISA,0
2003,F,ANISA,0
2002,F,ANISA,1
2001,F,ANISA,0
2000,F,ANISA,1
2022,F,ANNA,11
2021,F,ANNA,9
2020,F,ANNA,12
2019,F,ANNA,11
2018,F,ANNA,20
2017,F,ANNA,29
2016,F,ANNA,26
2015,F,ANNA,21
2014,F,ANNA,19
2013,F,ANNA,18
2012,F,ANNA,19
2011,F,ANNA,17
2010,F,ANNA,21
2009,F,ANNA,14
2008,F,ANNA,19
2007,F,ANNA,22
2006,F,ANNA,13
2005,F,ANNA,11
2004,F,ANNA,15
2003,F,ANNA,10
2002,F,ANNA,3
2001,F,ANNA,14
2000,F,ANNA,6
2022,F,ANNE,8
2021,F,ANNE,7
2020,F,ANNE,7
2019,F,ANNE,8
2018,F,ANNE,10
2017,F,ANNE,9
2016,F,ANNE,1
2015,F,ANNE,6
2014,F,ANNE,3
2013,F,ANNE,6
2012,F,ANNE,5
2011,F,ANNE,2
2010,F,ANNE,6
2009,F,ANNE,8
2008,F,ANNE,9
2007,F,ANNE,2
2006,F,ANNE,4
2005,F,ANNE,4
2004,F,ANNE,3
2003,F,ANNE,1
2002,F,ANNE,3
2001,F,ANNE,1
2000,F,ANNE,0
2022,F,ANTIA,23
2021,F,ANTIA,13
2020,F,ANTIA,21
2019,F,ANTIA,23
2018,F,ANTIA,12
2017,F,ANTIA,22
2016,F,ANTIA,19
2015,F,ANTIA,13
2014,F,ANTIA,15
2013,F,ANTIA,19
2012,F,ANTIA,9
2011,F,ANTIA,11
2010,F,ANTIA,14
2009,F,ANTIA,7
2008,F,ANTIA,9
2007,F,ANTIA,8
2006,F,ANTIA,5
2005,F,ANTIA,5
2004,F,ANTIA,7
2003,F,ANTIA,7
2002,F,ANTIA,6
2001,F,ANTIA,3
2000,F,ANTIA,5
2022,F,ANTONELLA,55
2021,F,ANTONELLA,39
2020,F,ANTONELLA,32
2019,F,ANTONELLA,39
2018,F,ANTONELLA,32
2017,F,ANTONELLA,29
2016,F,ANTONELLA,16
2015,F,ANTONELLA,11
2014,F,ANTONELLA,8
2013,F,ANTONELLA,14
2012,F,ANTONELLA,11
2011,F,ANTONELLA,5
2010,F,ANTONELLA,8
2009,F,ANTONELLA,4
2008,F,ANTONELLA,1
2007,F,ANTONELLA,9
2006,F,ANTONELLA,4
2005,F,ANTONELLA,2
2004,F,ANTONELLA,0
2003,F,ANTONELLA,2
2002,F,ANTONELLA,2
2001,F,ANTONELLA,3
2000,F,ANTONELLA,2
2022,F,ANYA,3
2021,F,ANYA,0
2020,F,ANYA,3
2019,F,ANYA,3
2018,F,ANYA,1
2017,F,ANYA,3
2016,F,ANYA,1
2015,F,ANYA,1
2014,F,ANYA,2
2013,F,ANYA,3
2012,F,ANYA,1
2011,F,ANYA,0
2010,F,ANYA,0
2009,F,ANYA,1
2008,F,ANYA,1
2007,F,ANYA,0
2006,F,ANYA,0
2005,F,ANYA,0
2004,F,ANYA,0
2003,F,ANYA,2
2002,F,ANYA,0
2001,F,ANYA,0
2000,F,ANYA,0
2022,F,ANYELINA,6
2021,F,ANYELINA,0
2020,F,ANYELINA,1
2019,F,ANYELINA,2
2018,F,ANYELINA,0
2017,F,ANYELINA,0
2016,F,ANYELINA,0
2015,F,ANYELINA,4
2014,F,ANYELINA,2
2013,F,ANYELINA,1
2012,F,ANYELINA,2
2011,F,ANYELINA,2
2010,F,ANYELINA,1
2009,F,ANYELINA,1
2008,F,ANYELINA,1
2007,F,ANYELINA,0
2006,F,ANYELINA,1
2005,F,ANYELINA,0
2004,F,ANYELINA,0
2003,F,ANYELINA,0
2002,F,ANYELINA,0
2001,F,ANYELINA,0
2000,F,ANYELINA,0
2022,F,ARABIA,15
2021,F,ARABIA,12
2020,F,ARABIA,20
2019,F,ARABIA,19
2018,F,ARABIA,30
2017,F,ARABIA,30
2016,F,ARABIA,14
2015,F,ARABIA,5
2014,F,ARABIA,9
2013,F,ARABIA,5
2012,F,ARABIA,4
2011,F,ARABIA,5
2010,F,ARABIA,2
2009,F,ARABIA,4
2008,F,ARABIA,3
2007,F,ARABIA,2
2006,F,ARABIA,0
2005,F,ARABIA,0
2004,F,ARABIA,1
2003,F,ARABIA,0
2002,F,ARABIA,0
2001,F,ARABIA,1
2000,F,ARABIA,0
2022,F,ARACELI,4
2021,F,ARACELI,3
2020,F,ARACELI,3
2019,F,ARACELI,2
2018,F,ARACELI,2
2017,F,ARACELI,6
2016,F,ARACELI,4
2015,F,ARACELI,6
2014,F,ARACELI,6
2013,F,ARACELI,4
2012,F,ARACELI,5
2011,F,ARACELI,9
2010,F,ARACELI,10
2009,F,ARACELI,10
2008,F,ARACELI,16
2007,F,ARACELI,13
2006,F,ARACELI,14
2005,F,ARACELI,6
2004,F,ARACELI,13
2003,F,ARACELI,10
2002,F,ARACELI,8
2001,F,ARACELI,9
2000,F,ARACELI,9
2022,F,ARAN,3
2021,F,ARAN,0
2020,F,ARAN,0
2019,F,ARAN,0
2018,F,ARAN,0
2017,F,ARAN,0
2016,F,ARAN,1
2015,F,ARAN,1
2014,F,ARAN,0
2013,F,ARAN,2
2012,F,ARAN,0
2011,F,ARAN,1
2010,F,ARAN,0
2009,F,ARAN,0
2008,F,ARAN,0
2007,F,ARAN,0
2006,F,ARAN,0
2005,F,ARAN,0
2004,F,ARAN,1
2003,F,ARAN,0
2002,F,ARAN,0
2001,F,ARAN,1
2000,F,ARAN,0
2022,F,ARANCHA,5
2021,F,ARANCHA,3
2020,F,ARANCHA,1
2019,F,ARANCHA,1
2018,F,ARANCHA,2
2017,F,ARANCHA,4
2016,F,ARANCHA,4
2015,F,ARANCHA,3
2014,F,ARANCHA,9
2013,F,ARANCHA,9
2012,F,ARANCHA,6
2011,F,ARANCHA,11
2010,F,ARANCHA,9
2009,F,ARANCHA,11
2008,F,ARANCHA,19
2007,F,ARANCHA,17
2006,F,ARANCHA,26
2005,F,ARANCHA,21
2004,F,ARANCHA,26
2003,F,ARANCHA,17
2002,F,ARANCHA,20
2001,F,ARANCHA,28
2000,F,ARANCHA,23
2022,F,ARIA,20
2021,F,ARIA,18
2020,F,ARIA,33
2019,F,ARIA,18
2018,F,ARIA,27
2017,F,ARIA,17
2016,F,ARIA,13
2015,F,ARIA,14
2014,F,ARIA,13
2013,F,ARIA,7
2012,F,ARIA,4
2011,F,ARIA,1
2010,F,ARIA,0
2009,F,ARIA,0
2008,F,ARIA,0
2007,F,ARIA,0
2006,F,ARIA,0
2005,F,ARIA,1
2004,F,ARIA,1
2003,F,ARIA,0
2002,F,ARIA,0
2001,F,ARIA,0
2000,F,ARIA,0
2022,F,ARIADNA,139
2021,F,ARIADNA,114
2020,F,ARIADNA,144
2019,F,ARIADNA,177
2018,F,ARIADNA,184
2017,F,ARIADNA,193
2016,F,ARIADNA,194
2015,F,ARIADNA,225
2014,F,ARIADNA,207
2013,F,ARIADNA,228
2012,F,ARIADNA,195
2011,F,ARIADNA,212
2010,F,ARIADNA,227
2009,F,ARIADNA,213
2008,F,ARIADNA,164
2007,F,ARIADNA,154
2006,F,ARIADNA,140
2005,F,ARIADNA,99
2004,F,ARIADNA,78
2003,F,ARIADNA,60
2002,F,ARIADNA,64
2001,F,ARIADNA,46
2000,F,ARIADNA,43
2022,F,ARIADNE,4
2021,F,ARIADNE,10
2020,F,ARIADNE,10
2019,F,ARIADNE,9
2018,F,ARIADNE,14
2017,F,ARIADNE,11
2016,F,ARIADNE,14
2015,F,ARIADNE,18
2014,F,ARIADNE,19
2013,F,ARIADNE,21
2012,F,ARIADNE,15
2011,F,ARIADNE,16
2010,F,ARIADNE,23
2009,F,ARIADNE,20
2008,F,ARIADNE,22
2007,F,ARIADNE,11
2006,F,ARIADNE,12
2005,F,ARIADNE,7
2004,F,ARIADNE,2
2003,F,ARIADNE,1
2002,F,ARIADNE,1
2001,F,ARIADNE,0
2000,F,ARIADNE,0
2022,F,ARIANA,19
2021,F,ARIANA,25
2020,F,ARIANA,23
2019,F,ARIANA,33
2018,F,ARIANA,34
2017,F,ARIANA,31
2016,F,ARIANA,35
2015,F,ARIANA,19
2014,F,ARIANA,22
2013,F,ARIANA,19
2012,F,ARIANA,22
2011,F,ARIANA,23
2010,F,ARIANA,17
2009,F,ARIANA,26
2008,F,ARIANA,31
2007,F,ARIANA,22
2006,F,ARIANA,13
2005,F,ARIANA,10
2004,F,ARIANA,8
2003,F,ARIANA,5
2002,F,ARIANA,11
2001,F,ARIANA,7
2000,F,ARIANA,2
2022,F,ARIANE,3
2021,F,ARIANE,1
2020,F,ARIANE,4
2019,F,ARIANE,1
2018,F,ARIANE,3
2017,F,ARIANE,3
2016,F,ARIANE,5
2015,F,ARIANE,2
2014,F,ARIANE,9
2013,F,ARIANE,4
2012,F,ARIANE,2
2011,F,ARIANE,3
2010,F,ARIANE,2
2009,F,ARIANE,3
2008,F,ARIANE,4
2007,F,ARIANE,2
2006,F,ARIANE,2
2005,F,ARIANE,5
2004,F,ARIANE,1
2003,F,ARIANE,3
2002,F,ARIANE,2
2001,F,ARIANE,1
2000,F,ARIANE,0
2022,F,ARIANNA,10
2021,F,ARIANNA,9
2020,F,ARIANNA,10
2019,F,ARIANNA,15
2018,F,ARIANNA,11
2017,F,ARIANNA,13
2016,F,ARIANNA,10
2015,F,ARIANNA,9
2014,F,ARIANNA,7
2013,F,ARIANNA,3
2012,F,ARIANNA,7
2011,F,ARIANNA,9
2010,F,ARIANNA,11
2009,F,ARIANNA,8
2008,F,ARIANNA,5
2007,F,ARIANNA,2
2006,F,ARIANNA,6
2005,F,ARIANNA,6
2004,F,ARIANNA,6
2003,F,ARIANNA,3
2002,F,ARIANNA,2
2001,F,ARIANNA,5
2000,F,ARIANNA,3
2022,F,ARIJ,3
2021,F,ARIJ,2
2020,F,ARIJ,2
2019,F,ARIJ,1
2018,F,ARIJ,1
2017,F,ARIJ,2
2016,F,ARIJ,1
2015,F,ARIJ,3
2014,F,ARIJ,1
2013,F,ARIJ,0
2012,F,ARIJ,1
2011,F,ARIJ,0
2010,F,ARIJ,0
2009,F,ARIJ,0
2008,F,ARIJ,0
2007,F,ARIJ,1
2006,F,ARIJ,0
2005,F,ARIJ,0
2004,F,ARIJ,0
2003,F,ARIJ,0
2002,F,ARIJ,0
2001,F,ARIJ,0
2000,F,ARIJ,0
2022,F,ARIZONA,3
2021,F,ARIZONA,1
2020,F,ARIZONA,2
2019,F,ARIZONA,2
2018,F,ARIZONA,2
2017,F,ARIZONA,1
2016,F,ARIZONA,1
2015,F,ARIZONA,3
2014,F,ARIZONA,1
2013,F,ARIZONA,0
2012,F,ARIZONA,0
2011,F,ARIZONA,0
2010,F,ARIZONA,0
2009,F,ARIZONA,0
2008,F,ARIZONA,0
2007,F,ARIZONA,0
2006,F,ARIZONA,0
2005,F,ARIZONA,0
2004,F,ARIZONA,0
2003,F,ARIZONA,0
2002,F,ARIZONA,0
2001,F,ARIZONA,0
2000,F,ARIZONA,0
2022,F,AROA,44
2021,F,AROA,25
2020,F,AROA,42
2019,F,AROA,40
2018,F,AROA,45
2017,F,AROA,54
2016,F,AROA,64
2015,F,AROA,49
2014,F,AROA,71
2013,F,AROA,93
2012,F,AROA,97
2011,F,AROA,120
2010,F,AROA,107
2009,F,AROA,95
2008,F,AROA,108
2007,F,AROA,73
2006,F,AROA,67
2005,F,AROA,84
2004,F,AROA,87
2003,F,AROA,72
2002,F,AROA,61
2001,F,AROA,52
2000,F,AROA,62
2022,F,ARWA,5
2021,F,ARWA,4
2020,F,ARWA,8
2019,F,ARWA,13
2018,F,ARWA,15
2017,F,ARWA,6
2016,F,ARWA,13
2015,F,ARWA,11
2014,F,ARWA,13
2013,F,ARWA,10
2012,F,ARWA,5
2011,F,ARWA,12
2010,F,ARWA,5
2009,F,ARWA,4
2008,F,ARWA,1
2007,F,ARWA,2
2006,F,ARWA,1
2005,F,ARWA,1
2004,F,ARWA,1
2003,F,ARWA,0
2002,F,ARWA,3
2001,F,ARWA,1
2000,F,ARWA,0
2022,F,ARWEN,4
2021,F,ARWEN,3
2020,F,ARWEN,1
2019,F,ARWEN,8
2018,F,ARWEN,0
2017,F,ARWEN,1
2016,F,ARWEN,2
2015,F,ARWEN,3
2014,F,ARWEN,0
2013,F,ARWEN,0
2012,F,ARWEN,2
2011,F,ARWEN,2
2010,F,ARWEN,0
2009,F,ARWEN,2
2008,F,ARWEN,2
2007,F,ARWEN,3
2006,F,ARWEN,3
2005,F,ARWEN,1
2004,F,ARWEN,1
2003,F,ARWEN,1
2002,F,ARWEN,0
2001,F,ARWEN,0
2000,F,ARWEN,1
2022,F,ARYA,24
2021,F,ARYA,35
2020,F,ARYA,31
2019,F,ARYA,35
2018,F,ARYA,32
2017,F,ARYA,19
2016,F,ARYA,16
2015,F,ARYA,11
2014,F,ARYA,9
2013,F,ARYA,11
2012,F,ARYA,5
2011,F,ARYA,1
2010,F,ARYA,1
2009,F,ARYA,0
2008,F,ARYA,0
2007,F,ARYA,0
2006,F,ARYA,0
2005,F,ARYA,0
2004,F,ARYA,0
2003,F,ARYA,0
2002,F,ARYA,0
2001,F,ARYA,0
2000,F,ARYA,0
2022,F,ASHLEY,12
2021,F,ASHLEY,10
2020,F,ASHLEY,13
2019,F,ASHLEY,10
2018,F,ASHLEY,10
2017,F,ASHLEY,11
2016,F,ASHLEY,11
2015,F,ASHLEY,20
2014,F,ASHLEY,16
2013,F,ASHLEY,19
2012,F,ASHLEY,14
2011,F,ASHLEY,4
2010,F,ASHLEY,17
2009,F,ASHLEY,8
2008,F,ASHLEY,12
2007,F,ASHLEY,11
2006,F,ASHLEY,13
2005,F,ASHLEY,12
2004,F,ASHLEY,4
2003,F,ASHLEY,2
2002,F,ASHLEY,3
2001,F,ASHLEY,5
2000,F,ASHLEY,2
2022,F,ASIA,6
2021,F,ASIA,8
2020,F,ASIA,9
2019,F,ASIA,11
2018,F,ASIA,6
2017,F,ASIA,5
2016,F,ASIA,7
2015,F,ASIA,7
2014,F,ASIA,3
2013,F,ASIA,6
2012,F,ASIA,1
2011,F,ASIA,7
2010,F,ASIA,1
2009,F,ASIA,3
2008,F,ASIA,3
2007,F,ASIA,8
2006,F,ASIA,3
2005,F,ASIA,4
2004,F,ASIA,1
2003,F,ASIA,3
2002,F,ASIA,4
2001,F,ASIA,3
2000,F,ASIA,2
2022,F,ASIL,8
2021,F,ASIL,3
2020,F,ASIL,3
2019,F,ASIL,2
2018,F,ASIL,4
2017,F,ASIL,3
2016,F,ASIL,3
2015,F,ASIL,3
2014,F,ASIL,1
2013,F,ASIL,2
2012,F,ASIL,2
2011,F,ASIL,0
2010,F,ASIL,1
2009,F,ASIL,0
2008,F,ASIL,0
2007,F,ASIL,1
2006,F,ASIL,0
2005,F,ASIL,0
2004,F,ASIL,0
2003,F,ASIL,0
2002,F,ASIL,0
2001,F,ASIL,0
2000,F,ASIL,0
2022,F,ASSIA,4
2021,F,ASSIA,2
2020,F,ASSIA,3
2019,F,ASSIA,4
2018,F,ASSIA,2
2017,F,ASSIA,4
2016,F,ASSIA,1
2015,F,ASSIA,0
2014,F,ASSIA,4
2013,F,ASSIA,0
2012,F,ASSIA,4
2011,F,ASSIA,0
2010,F,ASSIA,2
2009,F,ASSIA,0
2008,F,ASSIA,5
2007,F,ASSIA,0
2006,F,ASSIA,2
2005,F,ASSIA,0
2004,F,ASSIA,3
2003,F,ASSIA,0
2002,F,ASSIA,0
2001,F,ASSIA,2
2000,F,ASSIA,2
2022,F,ASSIL,5
2021,F,ASSIL,6
2020,F,ASSIL,3
2019,F,ASSIL,3
2018,F,ASSIL,8
2017,F,ASSIL,3
2016,F,ASSIL,2
2015,F,ASSIL,0
2014,F,ASSIL,2
2013,F,ASSIL,1
2012,F,ASSIL,0
2011,F,ASSIL,0
2010,F,ASSIL,0
2009,F,ASSIL,0
2008,F,ASSIL,0
2007,F,ASSIL,0
2006,F,ASSIL,1
2005,F,ASSIL,0
2004,F,ASSIL,0
2003,F,ASSIL,0
2002,F,ASSIL,0
2001,F,ASSIL,0
2000,F,ASSIL,0
2022,F,ASTRID,13
2021,F,ASTRID,14
2020,F,ASTRID,17
2019,F,ASTRID,9
2018,F,ASTRID,15
2017,F,ASTRID,13
2016,F,ASTRID,10
2015,F,ASTRID,7
2014,F,ASTRID,9
2013,F,ASTRID,5
2012,F,ASTRID,8
2011,F,ASTRID,5
2010,F,ASTRID,5
2009,F,ASTRID,12
2008,F,ASTRID,6
2007,F,ASTRID,7
2006,F,ASTRID,4
2005,F,ASTRID,2
2004,F,ASTRID,1
2003,F,ASTRID,2
2002,F,ASTRID,2
2001,F,ASTRID,0
2000,F,ASTRID,0
2022,F,ASYA,4
2021,F,ASYA,1
2020,F,ASYA,0
2019,F,ASYA,0
2018,F,ASYA,1
2017,F,ASYA,1
2016,F,ASYA,1
2015,F,ASYA,1
2014,F,ASYA,1
2013,F,ASYA,1
2012,F,ASYA,0
2011,F,ASYA,0
2010,F,ASYA,0
2009,F,ASYA,0
2008,F,ASYA,0
2007,F,ASYA,0
2006,F,ASYA,0
2005,F,ASYA,0
2004,F,ASYA,1
2003,F,ASYA,0
2002,F,ASYA,1
2001,F,ASYA,1
2000,F,ASYA,0
2022,F,ATENEA,20
2021,F,ATENEA,19
2020,F,ATENEA,14
2019,F,ATENEA,23
2018,F,ATENEA,17
2017,F,ATENEA,17
2016,F,ATENEA,13
2015,F,ATENEA,10
2014,F,ATENEA,14
2013,F,ATENEA,11
2012,F,ATENEA,9
2011,F,ATENEA,8
2010,F,ATENEA,4
2009,F,ATENEA,3
2008,F,ATENEA,2
2007,F,ATENEA,4
2006,F,ATENEA,5
2005,F,ATENEA,5
2004,F,ATENEA,3
2003,F,ATENEA,3
2002,F,ATENEA,0
2001,F,ATENEA,1
2000,F,ATENEA,2
2022,F,ATHENEA,7
2021,F,ATHENEA,6
2020,F,ATHENEA,4
2019,F,ATHENEA,2
2018,F,ATHENEA,4
2017,F,ATHENEA,7
2016,F,ATHENEA,0
2015,F,ATHENEA,7
2014,F,ATHENEA,5
2013,F,ATHENEA,6
2012,F,ATHENEA,5
2011,F,ATHENEA,3
2010,F,ATHENEA,4
2009,F,ATHENEA,3
2008,F,ATHENEA,2
2007,F,ATHENEA,3
2006,F,ATHENEA,2
2005,F,ATHENEA,5
2004,F,ATHENEA,1
2003,F,ATHENEA,5
2002,F,ATHENEA,1
2001,F,ATHENEA,2
2000,F,ATHENEA,1
2022,F,AURA,16
2021,F,AURA,11
2020,F,AURA,21
2019,F,AURA,29
2018,F,AURA,8
2017,F,AURA,11
2016,F,AURA,9
2015,F,AURA,6
2014,F,AURA,7
2013,F,AURA,6
2012,F,AURA,1
2011,F,AURA,3
2010,F,AURA,2
2009,F,AURA,1
2008,F,AURA,2
2007,F,AURA,3
2006,F,AURA,2
2005,F,AURA,1
2004,F,AURA,0
2003,F,AURA,0
2002,F,AURA,1
2001,F,AURA,1
2000,F,AURA,2
2022,F,AURAH,4
2021,F,AURAH,2
2020,F,AURAH,4
2019,F,AURAH,1
2018,F,AURAH,0
2017,F,AURAH,0
2016,F,AURAH,0
2015,F,AURAH,0
2014,F,AURAH,0
2013,F,AURAH,0
2012,F,AURAH,0
2011,F,AURAH,0
2010,F,AURAH,0
2009,F,AURAH,0
2008,F,AURAH,0
2007,F,AURAH,0
2006,F,AURAH,0
2005,F,AURAH,0
2004,F,AURAH,0
2003,F,AURAH,0
2002,F,AURAH,0
2001,F,AURAH,0
2000,F,AURAH,0
2022,F,AUREA,3
2021,F,AUREA,1
2020,F,AUREA,1
2019,F,AUREA,4
2018,F,AUREA,2
2017,F,AUREA,0
2016,F,AUREA,1
2015,F,AUREA,0
2014,F,AUREA,2
2013,F,AUREA,0
2012,F,AUREA,5
2011,F,AUREA,1
2010,F,AUREA,0
2009,F,AUREA,2
2008,F,AUREA,0
2007,F,AUREA,4
2006,F,AUREA,2
2005,F,AUREA,1
2004,F,AUREA,0
2003,F,AUREA,1
2002,F,AUREA,3
2001,F,AUREA,6
2000,F,AUREA,0
2022,F,AURI,3
2021,F,AURI,0
2020,F,AURI,0
2019,F,AURI,0
2018,F,AURI,0
2017,F,AURI,0
2016,F,AURI,1
2015,F,AURI,0
2014,F,AURI,0
2013,F,AURI,0
2012,F,AURI,0
2011,F,AURI,0
2010,F,AURI,0
2009,F,AURI,0
2008,F,AURI,0
2007,F,AURI,0
2006,F,AURI,0
2005,F,AURI,0
2004,F,AURI,0
2003,F,AURI,0
2002,F,AURI,0
2001,F,AURI,0
2000,F,AURI,0
2022,F,AURORA,41
2021,F,AURORA,43
2020,F,AURORA,42
2019,F,AURORA,34
2018,F,AURORA,50
2017,F,AURORA,39
2016,F,AURORA,32
2015,F,AURORA,38
2014,F,AURORA,31
2013,F,AURORA,41
2012,F,AURORA,32
2011,F,AURORA,24
2010,F,AURORA,30
2009,F,AURORA,16
2008,F,AURORA,25
2007,F,AURORA,20
2006,F,AURORA,24
2005,F,AURORA,30
2004,F,AURORA,23
2003,F,AURORA,27
2002,F,AURORA,28
2001,F,AURORA,25
2000,F,AURORA,24
2022,F,AVA,8
2021,F,AVA,5
2020,F,AVA,5
2019,F,AVA,6
2018,F,AVA,4
2017,F,AVA,2
2016,F,AVA,2
2015,F,AVA,2
2014,F,AVA,2
2013,F,AVA,2
2012,F,AVA,1
2011,F,AVA,0
2010,F,AVA,0
2009,F,AVA,2
2008,F,AVA,1
2007,F,AVA,0
2006,F,AVA,0
2005,F,AVA,0
2004,F,AVA,0
2003,F,AVA,0
2002,F,AVA,0
2001,F,AVA,0
2000,F,AVA,0
2022,F,AVRIL,10
2021,F,AVRIL,18
2020,F,AVRIL,15
2019,F,AVRIL,13
2018,F,AVRIL,14
2017,F,AVRIL,11
2016,F,AVRIL,12
2015,F,AVRIL,9
2014,F,AVRIL,9
2013,F,AVRIL,7
2012,F,AVRIL,9
2011,F,AVRIL,6
2010,F,AVRIL,10
2009,F,AVRIL,6
2008,F,AVRIL,6
2007,F,AVRIL,3
2006,F,AVRIL,5
2005,F,AVRIL,5
2004,F,AVRIL,4
